Illus1on14#6024;39;FcT Theo;0;RP1 Okwaru;0;TX3 Enzo;0;RaavenBZH;0;Exotic Oxygen;0;RP1 Woody;0;Non4me Cami;0;SKS Flyart;0;MCR Papyx;0;Non4me Pagaa;19;LTR Coach;0;Playnum11;1
PuRVarane#7856;37;FcT Theo;0;RP1 Luca;0;PuR Stitoxxe;0;VRT Tribion;0;PuR Vincent;0;XRT Baka;0;Non4me Cami;0;ERT Wartors;0;MCR Papyx;0;CRZ iQuaZz;14;RP1 Owain;13;ERT Redevils;-4
ERT Jet#0218;37;FcT Theo;0;LDL Oli;0;Modz Scboy;0;RaavenBZH;0;MVT Thomas;0;XRT Baka;0;ERT Aurelius;0;ERT Wartors;0;Nygraal;0;CRZ iQuaZz;14;RP1 Owain;13;ERT Redevils;-4
XRT darkfly#3727;37;FcT Theo;0;RP1 Okwaru;0;PuR Stitoxxe;0;RaavenBZH;0;MVT Thomas;0;BenBdBy;0;Non4me Cami;0;RP1 Gachette;0;Nygraal;0;RP1 Durtom;14;RP1 Owain;13;XRT Aots;-4
Istoozen eKo#0841;37;FcT Theo;0;Vinboy;0;TX3 Enzo;0;RaavenBZH;0;Exotic Oxygen;0;RP1 Woody;0;ERT Aurelius;0;SKS Flyart;0;ERT Mirage;0;Non4me Pagaa;19;Jancker21;3;ERT Redevils;-4
FcT Coco#6690;37;FcT Theo;0;PuR Voltha;0;PuR Stitoxxe;0;RaavenBZH;0;PuR Vincent;0;FcT Coco;0;ECS Finesse;0;SKS Flyart;0;ERT Mirage;0;CRZ iQuaZz;14;RP1 Owain;13;ERT Redevils;-4
IRC Niicklass #1494;37;ERT Niloboo;0;RP1 Okwaru;0;PuR Stitoxxe;0;RaavenBZH;0;PuR Vincent;0;FcT LaSouche;0;ECS Finesse;0;ERT Matfax;0;SPL EroziaH;0;RP1 Durtom;14;RP1 Owain;13;XRT Aots;-4
PuR Mattuvu#8960;35;FcT Theo;0;LDL Oli;0;PuR Stitoxxe;0;RP1 Virlix;0;PuR Vincent;0;PuR Ilton;0;ECS Finesse;0;SKS Flyart;0;MCR Papyx;0;RP1 Durtom;14;Jancker21;3;AlexSCH71;4
RP1 Virlix #2107;32;FcT Theo;0;RP1 Luca;0;PuR Stitoxxe;0;VRT Tribion;0;MVT Thomas;0;BenBdBy;0;Non4me Cami;0;S0O Skyzzz;0;DucPasCharlie;0;CRZ iQuaZz;14;Jancker21;3;Playnum11;1
FcT Deadpool #3868;32;FcT Adam;0;RP1 Okwaru;0;MCR Jayrko;0;RaavenBZH;0;XRT Darkfly;0;FcT Deadpool;0;ERT Aurelius;0;RP1 Gachette;0;ERT Mirage;0;ERT Tiiste;14;LTR Coach;0;AlexSCH71;4
